interaction_type,duration,page_or_product,age,converted
11,206.0,14,35.0,0
12,223.0,11,49.0,1
12,71.0,16,36.0,1
12,166.0,32,31.0,1
12,21.0,21,44.0,1
7,9.0,26,26.0,0
12,207.0,24,49.0,1
8,4.0,16,18.0,0
11,150.0,7,56.0,0
6,139.0,18,33.0,0
6,175.0,2,60.0,0
1,9.0,1,35.0,0
8,2.0,18,29.0,0
8,1.0,3,53.0,0
8,8.0,21,20.0,0
8,4.0,22,35.0,0
7,4.0,19,37.0,0
1,1.0,0,37.0,0
11,265.0,9,37.0,0
3,56.0,0,18.0,0
5,116.0,27,36.0,0
3,44.5,25,44.0,0
7,6.0,21,36.0,0
7,3.0,18,49.0,0
1,5.0,10,48.0,0
1,8.0,8,22.0,0
13,227.0,1,30.0,0
12,72.5,31,46.0,1
12,29.5,18,37.0,1
12,56.0,26,31.0,1
0,2.0,29,18.0,0
8,7.0,21,40.0,0
12,105.0,3,29.0,1
7,2.0,21,27.0,0
2,41.0,13,42.0,0
12,10.0,3,39.0,1
11,255.0,25,30.0,0
12,265.0,6,37.0,1
12,185.0,28,29.0,1
6,96.0,21,35.0,0
0,1.0,13,22.0,0
12,75.0,7,30.0,1
10,7.0,14,23.0,0
12,111.0,7,19.0,1
3,35.0,6,40.0,0
12,23.0,27,19.0,1
8,5.0,18,36.0,0
12,265.0,13,18.0,1
6,149.0,22,59.0,0
12,265.0,0,32.0,1
6,126.0,16,27.0,0
6,164.0,19,37.0,0
6,72.0,22,40.0,0
8,1.0,18,36.0,0
12,60.0,25,31.0,1
12,265.0,24,27.0,1
13,70.0,9,37.0,0
13,154.0,29,32.0,0
3,41.0,9,40.0,0
12,60.0,18,44.0,1
12,102.0,31,45.0,1
12,12.0,18,39.0,1
3,24.0,9,30.0,0
7,10.0,31,57.0,0
4,13.0,0,38.0,0
12,56.5,21,18.0,1
12,16.0,21,34.0,1
9,18.0,18,33.0,0
12,248.0,24,33.0,1
3,24.0,13,36.0,0
9,36.0,22,18.0,0
12,51.0,15,47.0,1
11,256.0,8,32.0,0
8,6.0,18,19.0,0
3,15.0,0,33.0,0
8,8.0,31,25.0,0
12,265.0,8,23.0,1
2,79.0,23,18.0,0
6,67.0,16,23.0,0
13,143.0,1,26.0,0
6,173.0,18,32.0,0
0,4.0,24,35.0,0
12,50.0,31,57.0,1
7,2.0,22,24.0,0
10,1.0,1,51.0,0
7,7.0,27,31.0,0
7,8.0,19,31.0,0
3,20.0,6,18.0,0
2,69.0,32,21.0,0
3,12.0,8,34.0,0
12,38.5,26,44.0,1
10,10.0,6,28.0,0
7,1.0,27,24.0,0
7,1.0,27,18.0,0
9,58.0,21,41.0,0
12,253.0,11,25.0,1
8,3.0,18,23.0,0
8,9.0,21,18.0,0
7,5.0,18,18.0,0
12,68.0,26,34.0,1
12,265.0,9,18.0,1
0,3.0,14,38.0,0
12,64.0,22,26.0,1
8,35.5,21,18.0,0
13,257.0,12,33.0,0
2,8.0,9,43.0,0
2,103.0,25,24.0,0
6,155.0,31,35.0,0
6,81.0,2,30.0,0
6,15.0,22,32.0,0
10,5.0,29,35.0,0
5,60.0,18,18.0,0
11,106.0,25,37.0,0
12,41.0,30,31.0,1
12,38.0,18,39.0,1
8,10.0,22,21.0,0
12,53.0,21,30.0,1
6,159.0,27,32.0,0
8,2.0,31,18.0,0
3,24.0,32,31.0,0
12,53.0,26,30.0,1
7,4.0,27,45.0,0
13,66.0,1,30.0,0
12,77.0,18,48.0,1
6,47.5,21,22.0,0
7,2.0,22,25.0,0
8,8.0,21,31.0,0
12,41.5,31,39.0,1
11,108.0,5,39.0,0
3,51.0,28,35.0,0
8,9.0,18,26.0,0
6,154.0,31,24.0,0
12,67.0,0,28.0,1
3,49.0,8,32.0,0
11,230.0,1,33.0,0
12,118.0,18,32.0,1
5,73.0,22,38.0,0
7,5.0,16,37.0,0
6,110.0,2,22.0,0
9,37.0,31,26.0,0
6,106.0,30,37.0,0
2,70.0,20,41.0,0
12,161.0,23,23.0,1
8,1.0,31,50.0,0
13,153.0,24,28.0,0
2,51.0,12,18.0,0
12,5.0,31,48.0,1
12,265.0,7,37.0,1
12,249.0,29,40.0,1
12,85.0,32,37.0,1
4,28.0,32,26.0,0
7,9.0,22,32.0,0
12,42.5,21,56.0,1
8,10.0,2,18.0,0
12,72.0,27,28.0,1
12,21.0,30,46.0,1
11,130.0,32,29.0,0
8,4.0,22,18.0,0
12,84.0,22,28.0,1
12,35.0,26,28.0,1
1,8.0,25,39.0,0
12,212.0,11,19.0,1
12,62.5,27,25.0,1
6,157.0,27,42.0,0
3,37.0,1,36.0,0
11,227.0,28,23.0,0
10,6.0,1,18.0,0
0,5.0,29,38.0,0
11,93.0,10,45.0,0
3,10.0,10,43.0,0
12,169.0,29,53.0,1
11,242.0,25,48.0,0
8,4.0,16,38.0,0
12,29.0,27,28.0,1
12,84.0,26,24.0,1
3,29.0,32,36.0,0
12,43.0,26,49.0,1
8,8.0,31,30.0,0
4,55.0,28,37.0,0
6,124.0,31,26.0,0
12,143.0,17,18.0,1
2,73.0,14,37.0,0
5,53.0,18,33.0,0
5,26.0,18,32.0,0
12,40.0,19,18.0,1
9,35.0,22,31.0,0
12,175.0,27,36.0,1
5,77.0,21,43.0,0
6,120.0,26,36.0,0
12,59.0,19,32.0,1
3,41.0,14,34.0,0
12,25.0,17,19.0,1
7,8.0,22,36.0,0
6,77.0,30,26.0,0
11,84.0,29,18.0,0
12,43.0,3,30.0,1
12,150.0,22,18.0,1
0,245.0,25,28.0,0
2,69.0,10,23.0,0
12,56.0,26,46.0,1
8,6.0,16,38.0,0
7,6.0,21,34.0,0
12,48.0,21,30.0,1
6,94.0,31,27.0,0
1,5.0,8,20.0,0
6,128.0,18,29.0,0
2,106.0,9,18.0,0
12,18.5,27,30.0,1
12,48.0,27,35.0,1
12,38.0,21,60.0,1
12,143.0,14,27.0,1
6,76.0,27,44.0,0
0,3.0,12,30.0,0
4,43.0,28,36.0,0
11,76.0,7,29.0,0
2,31.0,24,18.0,0
8,4.0,3,32.0,0
6,49.0,3,40.0,0
6,131.0,26,42.0,0
12,58.0,21,41.0,1
1,6.0,9,25.0,0
12,45.0,21,56.0,1
8,7.0,19,34.0,0
12,144.0,8,44.0,1
1,8.0,24,38.0,0
7,9.0,18,42.0,0
12,77.0,21,32.0,1
4,25.0,28,28.0,0
3,60.0,12,29.0,0
5,61.0,26,32.0,0
11,156.0,14,19.0,0
1,4.0,20,33.0,0
2,27.0,0,32.0,0
2,81.0,9,19.0,0
11,128.0,5,39.0,0
8,3.0,30,32.0,0
6,135.0,30,42.0,0
7,2.0,26,18.0,0
1,8.0,28,30.0,0
11,236.0,11,38.0,0
7,6.0,27,25.0,0
12,97.0,21,49.0,1
12,30.5,18,33.0,1
12,51.0,17,18.0,1
0,1.0,25,21.0,0
6,138.0,19,37.0,0
12,265.0,8,38.0,1
12,224.0,12,26.0,1
8,4.0,21,45.0,0
12,25.0,3,23.0,1
8,7.0,26,21.0,0
11,265.0,23,31.0,0
12,34.0,18,47.0,1
12,173.0,21,37.0,1
2,62.0,11,27.0,0
8,9.0,18,25.0,0
13,105.0,6,36.0,0
12,135.0,18,33.0,1
12,243.0,28,26.0,1
11,72.0,8,18.0,0
12,52.0,21,35.0,1
12,240.0,10,30.0,1
12,41.5,16,28.0,1
6,58.0,21,18.0,0
6,170.0,18,54.0,0
3,15.0,8,45.0,0
1,3.0,11,22.0,0
0,1.0,12,29.0,0
7,8.0,18,30.0,0
10,8.0,0,43.0,0
13,214.0,14,41.0,0
11,192.0,13,31.0,0
12,39.0,27,28.0,1
7,9.0,3,38.0,0
3,42.0,12,36.0,0
5,27.0,3,41.0,0
8,6.0,2,41.0,0
8,8.0,27,23.0,0
8,8.0,26,18.0,0
12,59.0,22,32.0,1
7,5.0,19,31.0,0
3,49.0,23,33.0,0
12,265.0,25,22.0,1
6,49.0,22,39.0,0
13,265.0,11,26.0,0
7,8.0,16,37.0,0
12,83.0,27,39.0,1
1,10.0,0,42.0,0
8,10.0,26,21.0,0
12,96.0,18,48.0,1
11,265.0,13,34.0,0
12,33.0,19,23.0,1
5,82.0,3,36.0,0
2,5.0,10,18.0,0
12,38.0,30,18.0,1
2,30.0,5,29.0,0
0,1.0,12,26.0,0
12,57.0,18,32.0,1
3,14.0,20,35.0,0
8,1.0,19,35.0,0
11,134.0,5,22.0,0
8,3.0,19,46.0,0
7,9.0,19,25.0,0
12,265.0,14,37.0,1
12,49.5,18,41.0,1
7,2.0,27,38.0,0
11,183.0,0,18.0,0
6,22.0,16,31.0,0
8,5.0,3,18.0,0
12,162.0,25,44.0,1
12,265.0,14,35.0,1
11,243.0,6,36.0,0
0,1.0,20,21.0,0
13,141.0,1,26.0,0
6,87.0,2,39.0,0
9,27.0,26,19.0,0
12,114.0,18,37.0,1
10,2.0,12,57.0,0
8,5.0,31,18.0,0
12,162.0,1,38.0,1
3,35.0,11,39.0,0
9,16.0,27,30.0,0
11,218.0,20,20.0,0
8,10.0,16,18.0,0
12,58.0,31,59.0,1
10,8.0,20,37.0,0
12,73.0,21,33.0,1
11,79.0,29,44.0,0
6,54.0,19,42.0,0
12,38.0,18,60.0,1
7,4.0,22,18.0,0
7,5.0,30,44.0,0
0,2.0,0,18.0,0
6,134.0,26,33.0,0
2,49.0,8,23.0,0
6,90.0,18,24.0,0
11,132.0,11,32.0,0
6,35.0,21,44.0,0
12,112.5,18,30.0,1
7,9.0,16,18.0,0
10,4.0,32,27.0,0
7,4.0,2,18.0,0
10,4.0,28,21.0,0
6,117.0,30,43.0,0
12,265.0,12,41.0,1
12,40.0,18,32.0,1
12,92.0,3,28.0,1
8,1.0,18,44.0,0
11,110.0,5,41.0,0
3,58.0,8,33.0,0
6,12.0,18,30.0,0
7,9.0,31,35.0,0
6,70.0,3,21.0,0
11,216.0,32,35.0,0
12,24.0,19,18.0,1
7,6.0,27,30.0,0
12,185.0,20,27.0,1
11,193.0,32,46.0,0
6,116.0,30,30.0,0
12,11.0,21,50.0,1
12,84.0,18,40.0,1
1,5.0,23,32.0,0
3,52.0,14,24.0,0
2,55.0,1,24.0,0
12,201.0,5,27.0,1
12,96.0,26,47.0,1
12,48.0,19,28.0,1
7,3.0,26,19.0,0
3,52.0,29,29.0,0
2,112.0,29,23.0,0
12,49.5,27,25.0,1
13,145.0,1,26.0,0
6,106.0,27,18.0,0
11,92.0,24,30.0,0
3,39.0,0,18.0,0
13,207.0,6,29.0,0
8,5.0,30,47.0,0
6,119.0,16,30.0,0
0,4.0,9,19.0,0
6,61.0,16,24.0,0
12,30.0,30,25.0,1
12,48.0,21,57.0,1
12,75.0,21,53.0,1
6,14.0,31,49.0,0
7,8.0,31,18.0,0
12,28.0,21,39.0,1
12,5.0,16,39.0,1
10,10.0,32,33.0,0
10,3.0,20,26.0,0
6,138.0,2,29.0,0
2,1.0,27,29.0,0
12,39.0,27,55.0,1
13,218.0,24,29.0,0
7,4.0,21,55.0,0
12,78.0,26,29.0,1
9,59.0,22,45.0,0
2,57.0,12,18.0,0
12,122.0,9,18.0,1
6,153.0,30,32.0,0
0,2.0,0,45.0,0
6,27.0,18,40.0,0
6,78.0,21,18.0,0
11,98.0,28,18.0,0
7,2.0,26,24.0,0
12,59.0,19,18.0,1
8,10.0,16,36.0,0
8,3.0,19,36.0,0
13,236.0,24,30.0,0
4,44.0,32,18.0,0
3,18.0,28,18.0,0
13,73.0,32,38.0,0
12,65.5,26,32.0,1
3,37.0,13,39.0,0
10,5.0,8,50.0,0
12,67.0,31,59.0,1
6,38.0,22,18.0,0
13,240.0,25,33.0,0
12,40.0,18,38.0,1
13,222.0,8,49.0,0
3,25.0,24,18.0,0
3,10.0,0,33.0,0
13,181.0,14,32.0,0
8,8.0,26,30.0,0
8,3.0,21,30.0,0
7,2.0,22,45.0,0
11,197.0,1,18.0,0
1,10.0,11,24.0,0
6,34.0,26,49.0,0
3,55.0,8,21.0,0
11,130.0,6,29.0,0
9,10.0,18,25.0,0
12,31.0,27,41.0,1
6,58.0,27,23.0,0
7,2.0,31,29.0,0
3,22.0,28,18.0,0
11,102.0,0,18.0,0
4,51.0,24,40.0,0
8,9.0,30,31.0,0
12,137.0,21,38.0,1
11,82.0,28,40.0,0
1,8.0,9,26.0,0
12,205.0,10,24.0,1
11,74.0,10,24.0,0
6,170.0,27,30.0,0
11,147.0,13,22.0,0
0,2.0,25,32.0,0
0,14.0,20,54.0,0
3,10.0,29,49.0,0
6,114.0,27,48.0,0
8,6.0,22,41.0,0
2,34.0,28,30.0,0
12,68.0,18,42.0,1
11,83.0,14,55.0,0
9,30.0,18,32.0,0
2,78.0,14,42.0,0
12,28.0,30,33.0,1
13,252.0,8,31.0,0
13,239.0,25,26.0,0
12,119.0,27,43.0,1
13,140.0,10,32.0,0
13,234.0,9,21.0,0
6,88.0,2,28.0,0
12,13.0,26,26.0,1
11,164.0,29,28.0,0
6,153.0,18,52.0,0
12,76.0,29,30.0,1
12,24.0,3,27.0,1
12,63.0,26,36.0,1
11,202.0,12,40.0,0
12,60.0,18,46.0,1
12,126.0,9,27.0,1
3,50.0,20,28.0,0
6,49.0,21,45.0,0
12,93.0,8,33.0,1
3,8.0,23,36.0,0
3,5.0,6,26.0,0
12,50.5,3,28.0,1
3,28.0,13,28.0,0
6,174.0,21,27.0,0
12,54.5,22,40.0,1
10,1.0,13,29.0,0
12,34.0,22,18.0,1
12,193.0,1,49.0,1
2,58.0,12,18.0,0
13,161.0,20,34.0,0
6,142.0,3,31.0,0
11,231.0,11,23.0,0
12,107.0,18,40.0,1
11,141.0,1,33.0,0
11,265.0,24,32.0,0
10,6.0,13,57.0,0
13,39.5,10,18.0,0
12,8.5,15,42.0,1
0,2.0,1,33.0,0
12,265.0,0,29.0,1
12,123.0,3,18.0,1
3,30.0,23,45.0,0
3,17.0,32,29.0,0
12,91.0,21,34.0,1
5,45.0,19,52.0,0
6,160.0,18,35.0,0
6,76.0,2,30.0,0
11,141.0,13,37.0,0
10,5.0,25,33.0,0
11,190.0,32,31.0,0
10,7.0,24,29.0,0
7,7.0,2,40.0,0
11,166.0,32,32.0,0
12,30.0,27,30.0,1
12,75.5,26,34.0,1
7,1.0,27,18.0,0
6,117.0,30,31.0,0
3,32.0,9,25.0,0
7,6.0,18,32.0,0
2,71.0,11,18.0,0
4,55.0,13,39.0,0
9,39.0,26,26.0,0
7,7.0,18,33.0,0
6,122.0,16,23.0,0
12,265.0,11,18.0,1
4,58.0,29,36.0,0
2,91.0,24,42.0,0
8,5.0,27,30.0,0
12,78.0,11,28.0,1
7,9.0,22,18.0,0
6,72.0,18,26.0,0
13,79.0,11,51.0,0
12,33.5,3,29.0,1
12,55.0,27,21.0,1
12,16.0,26,18.0,1
12,8.0,22,33.0,1
8,6.0,18,18.0,0
6,131.0,27,32.0,0
12,13.0,21,52.0,1
12,161.0,18,35.0,1
12,136.5,18,41.0,1
6,151.0,16,28.0,0
12,251.0,0,45.0,1
6,19.0,22,27.0,0
12,216.0,29,28.0,1
7,6.0,18,44.0,0
12,49.5,26,36.0,1
6,52.0,19,31.0,0
6,73.0,26,30.0,0
12,53.0,30,19.0,1
9,36.0,21,25.0,0
6,153.0,31,29.0,0
6,111.0,18,27.0,0
12,265.0,20,33.0,1
1,2.0,12,32.0,0
7,7.0,30,32.0,0
5,92.0,3,18.0,0
3,36.0,10,24.0,0
3,6.0,32,33.0,0
12,128.0,21,54.0,1
12,265.0,25,30.0,1
12,10.0,18,47.0,1
12,41.5,3,22.0,1
0,4.0,1,25.0,0
9,15.0,26,30.0,0
8,9.0,19,34.0,0
6,110.0,30,22.0,0
2,104.0,12,26.0,0
12,47.0,16,18.0,1
12,231.0,26,23.0,1
12,142.0,19,22.0,1
12,53.0,18,43.0,1
7,1.0,30,60.0,0
12,127.0,21,49.0,1
12,230.0,32,30.0,1
3,12.0,29,29.0,0
13,69.0,7,53.0,0
7,6.0,21,52.0,0
12,21.0,16,45.0,1
7,2.0,21,39.0,0
8,9.0,19,32.0,0
6,36.0,31,33.0,0
8,8.0,21,24.0,0
6,135.0,27,33.0,0
11,95.0,6,27.0,0
7,1.0,22,33.0,0
13,265.0,6,33.0,0
3,40.0,5,18.0,0
12,36.0,18,41.0,1
2,5.0,32,31.0,0
12,17.0,4,30.0,1
11,75.0,24,33.0,0
6,145.0,27,34.0,0
6,93.0,27,36.0,0
11,193.0,13,35.0,0
12,93.0,6,18.0,1
11,153.0,32,32.0,0
12,20.0,19,18.0,1
6,27.0,22,36.0,0
2,8.0,22,37.0,0
9,11.0,26,19.0,0
12,202.0,6,29.0,1
9,44.0,2,33.0,0
3,46.0,23,18.0,0
8,2.0,26,20.0,0
6,11.0,18,21.0,0
6,66.0,21,27.0,0
8,6.0,18,45.0,0
6,13.0,27,35.0,0
1,8.0,28,30.0,0
6,177.0,21,59.0,0
12,96.0,25,37.0,1
3,40.0,7,22.0,0
9,38.0,2,34.0,0
13,102.0,7,55.0,0
12,254.0,28,39.0,1
2,75.0,23,26.0,0
6,78.0,26,33.0,0
9,24.0,22,30.0,0
7,3.0,2,55.0,0
3,49.0,9,26.0,0
4,45.0,10,20.0,0
10,3.0,10,31.0,0
6,123.0,27,21.0,0
12,83.0,18,18.0,1
3,12.0,9,18.0,0
6,135.0,22,33.0,0
12,44.0,18,52.0,1
2,9.0,29,18.0,0
12,147.0,18,56.0,1
6,78.0,22,29.0,0
6,76.0,22,18.0,0
13,130.0,12,32.0,0
6,49.0,27,28.0,0
8,7.0,19,29.0,0
8,8.0,16,27.0,0
12,104.0,18,34.0,1
6,176.0,22,42.0,0
2,73.0,20,27.0,0
12,54.5,26,38.0,1
3,14.0,25,43.0,0
12,48.0,18,35.0,1
0,4.0,9,28.0,0
3,18.0,20,33.0,0
7,3.0,30,38.0,0
2,63.0,8,18.0,0
6,126.0,27,41.0,0
12,96.5,27,28.0,1
11,204.0,1,32.0,0
12,70.0,22,20.0,1
12,83.5,18,35.0,1
11,66.0,20,23.0,0
9,15.0,31,33.0,0
5,89.0,18,52.0,0
12,30.0,18,31.0,1
8,7.0,31,33.0,0
5,87.0,22,47.0,0
8,1.0,2,52.0,0
7,9.0,27,32.0,0
12,77.0,21,37.0,1
12,58.0,22,27.0,1
12,55.0,19,25.0,1
12,62.0,26,38.0,1
2,30.0,7,32.0,0
11,131.0,25,22.0,0
12,23.0,3,24.0,1
12,44.0,18,45.0,1
12,74.0,18,37.0,1
6,14.0,22,27.0,0
12,131.0,9,18.0,1
7,3.0,22,25.0,0
12,34.5,21,19.0,1
7,2.0,27,42.0,0
12,75.0,26,40.0,1
12,75.0,21,40.0,1
3,14.0,28,23.0,0
6,31.0,3,46.0,0
8,5.0,3,36.0,0
6,38.0,27,31.0,0
12,3.0,18,43.0,1
10,10.0,29,21.0,0
12,143.0,20,30.0,1
11,123.0,7,22.0,0
12,13.0,21,53.0,1
12,232.0,11,29.0,1
8,4.0,21,25.0,0
12,86.0,22,26.0,1
7,5.0,31,40.0,0
12,26.5,26,18.0,1
12,48.0,26,25.0,1
6,147.0,30,29.0,0
8,67.0,18,60.0,0
8,5.0,22,23.0,0
3,42.0,9,37.0,0
11,69.0,28,35.0,0
7,1.0,18,18.0,0
13,177.0,32,27.0,0
9,54.0,19,45.0,0
6,106.0,16,41.0,0
6,171.0,30,24.0,0
12,47.0,27,33.0,1
12,57.5,26,36.0,1
11,6.0,23,36.0,0
8,10.0,27,18.0,0
6,48.0,30,30.0,0
3,23.0,1,60.0,0
11,118.0,25,45.0,0
3,60.0,14,55.0,0
12,26.0,31,47.0,1
3,17.0,7,48.0,0
2,17.0,13,18.0,0
6,77.0,22,18.0,0
2,95.0,28,26.0,0
11,3.0,22,18.0,0
3,29.0,7,26.0,0
12,110.5,22,40.0,1
13,265.0,11,28.0,0
9,33.0,30,26.0,0
13,159.0,32,19.0,0
7,9.0,27,37.0,0
11,206.0,6,27.0,0
12,51.0,21,30.0,1
11,265.0,6,19.0,0
9,19.0,21,32.0,0
7,10.0,19,32.0,0
11,223.0,28,30.0,0
3,16.0,11,27.0,0
12,10.5,27,32.0,1
7,10.0,26,26.0,0
12,65.0,18,29.0,1
12,56.0,21,34.0,1
8,1.0,27,18.0,0
0,2.0,10,47.0,0
6,124.0,21,18.0,0
13,126.0,12,29.0,0
12,109.0,27,27.0,1
12,52.0,19,29.0,1
12,36.5,26,18.0,1
8,8.0,21,42.0,0
12,39.5,26,25.0,1
7,4.0,2,53.0,0
3,12.0,9,27.0,0
7,4.0,21,30.0,0
2,48.0,5,23.0,0
12,61.5,18,30.0,1
1,4.0,28,32.0,0
12,74.0,30,37.0,1
3,12.0,12,43.0,0
6,68.0,22,18.0,0
6,86.0,27,24.0,0
12,255.0,1,35.0,1
7,5.0,22,24.0,0
11,76.0,11,18.0,0
12,62.5,16,31.0,1
13,222.0,20,18.0,0
6,179.0,19,37.0,0
13,165.0,14,37.0,0
12,38.0,27,21.0,1
12,207.0,24,28.0,1
7,3.0,16,52.0,0
8,5.0,16,60.0,0
12,115.5,26,37.0,1
12,82.0,26,40.0,1
11,64.0,25,23.0,0
6,136.0,22,41.0,0
11,122.0,11,34.0,0
12,31.0,21,42.0,1
3,50.0,24,49.0,0
0,3.0,11,39.0,0
11,98.0,1,27.0,0
12,97.0,9,33.0,1
12,213.0,10,29.0,1
8,6.0,27,41.0,0
6,149.0,31,25.0,0
8,7.0,3,42.0,0
3,48.0,10,30.0,0
8,1.0,2,49.0,0
0,5.0,6,23.0,0
13,174.0,10,43.0,0
0,5.0,7,28.0,0
11,106.0,6,38.0,0
2,111.0,13,33.0,0
3,6.0,20,26.0,0
12,8.0,23,24.0,1
12,189.0,10,41.0,1
11,64.0,20,25.0,0
12,30.0,18,42.0,1
13,265.0,13,26.0,0
4,30.0,14,46.0,0
13,109.0,24,35.0,0
8,5.0,16,32.0,0
11,97.0,11,29.0,0
12,214.0,1,21.0,1
7,10.0,22,26.0,0
7,1.0,27,36.0,0
8,8.0,18,30.0,0
11,265.0,14,34.0,0
7,1.0,31,46.0,0
2,118.0,0,30.0,0
4,51.0,6,47.0,0
11,228.0,13,24.0,0
12,156.0,0,42.0,1
12,83.5,18,18.0,1
3,7.0,11,26.0,0
2,24.0,29,23.0,0
13,79.0,24,33.0,0
3,40.0,28,40.0,0
12,47.0,27,21.0,1
2,28.0,5,18.0,0
6,117.0,27,27.0,0
12,94.0,7,18.0,1
12,76.0,21,42.0,1
13,255.0,7,34.0,0
6,29.0,3,32.0,0
12,136.0,0,20.0,1
6,51.0,26,32.0,0
11,225.0,0,30.0,0
6,155.0,18,23.0,0
8,1.0,3,30.0,0
12,85.0,21,40.0,1
6,66.0,2,26.0,0
12,22.0,27,36.0,1
12,48.0,18,60.0,1
8,9.0,22,39.0,0
8,4.0,16,37.0,0
12,45.0,19,18.0,1
12,159.0,5,18.0,1
12,56.5,19,18.0,1
12,60.5,18,47.0,1
11,210.0,6,18.0,0
3,22.0,7,41.0,0
7,8.0,2,31.0,0
3,33.0,29,24.0,0
13,261.0,23,45.0,0
13,210.0,12,28.0,0
6,29.0,21,20.0,0
6,97.0,30,38.0,0
4,50.0,24,45.0,0
13,265.0,14,25.0,0
12,265.0,11,31.0,1
12,48.5,18,39.0,1
3,31.0,9,37.0,0
11,78.0,12,37.0,0
2,52.0,7,30.0,0
3,47.0,0,28.0,0
11,213.0,0,37.0,0
2,28.0,7,34.0,0
12,49.0,22,27.0,1
3,60.0,28,28.0,0
6,42.0,30,29.0,0
8,9.0,26,20.0,0
12,69.0,18,46.0,1
3,34.0,23,43.0,0
11,259.0,12,43.0,0
12,24.0,19,23.0,1
11,233.0,23,18.0,0
7,2.0,31,33.0,0
7,50.5,19,31.0,0
12,29.0,3,21.0,1
13,191.0,13,26.0,0
5,86.0,19,31.0,0
12,218.0,25,18.0,1
12,9.0,21,32.0,1
12,98.5,27,28.0,1
13,104.0,14,18.0,0
4,32.0,0,32.0,0
0,2.0,12,33.0,0
12,224.0,20,37.0,1
12,122.0,26,23.0,1
8,8.0,16,26.0,0
6,134.0,21,41.0,0
7,9.0,27,36.0,0
11,265.0,29,29.0,0
4,32.0,29,36.0,0
13,120.0,23,21.0,0
3,30.0,5,25.0,0
12,153.0,10,22.0,1
12,50.0,19,27.0,1
3,60.0,8,23.0,0
0,2.0,7,33.0,0
11,65.0,28,45.0,0
12,84.0,19,25.0,1
12,113.0,0,20.0,1
6,148.0,18,29.0,0
11,62.0,26,23.0,0
7,3.0,27,23.0,0
11,265.0,28,22.0,0
7,3.0,2,18.0,0
12,98.5,27,28.0,1
12,98.0,25,21.0,1
7,8.0,18,38.0,0
12,130.0,21,40.0,1
3,11.0,8,32.0,0
12,34.0,15,35.0,1
12,44.5,26,44.0,1
1,9.0,0,56.0,0
12,120.0,23,23.0,1
13,128.0,7,27.0,0
8,7.0,21,30.0,0
6,127.0,30,30.0,0
12,65.5,21,37.0,1
11,229.0,29,54.0,0
12,33.0,26,24.0,1
11,201.0,13,42.0,0
13,265.0,32,28.0,0
8,8.0,21,34.0,0
12,4.0,19,57.0,1
2,27.0,25,30.0,0
3,18.0,12,58.0,0
8,10.0,16,54.0,0
7,7.0,27,34.0,0
7,5.0,21,36.0,0
12,104.5,31,47.0,1
4,28.0,8,25.0,0
12,11.0,16,18.0,1
6,115.0,19,23.0,0
8,5.0,18,42.0,0
12,60.0,3,24.0,1
12,24.0,18,29.0,1
12,109.5,18,46.0,1
8,10.0,21,34.0,0
12,62.5,21,31.0,1
11,206.0,9,18.0,0
7,4.0,18,41.0,0
12,214.0,7,28.0,1
3,16.0,13,28.0,0
13,166.0,10,48.0,0
12,42.0,17,24.0,1
12,138.0,8,31.0,1
11,144.0,25,31.0,0
7,5.0,2,23.0,0
4,26.0,10,32.0,0
12,12.0,18,32.0,1
3,12.0,29,18.0,0
3,29.0,12,45.0,0
8,7.0,30,18.0,0
2,65.0,8,35.0,0
7,2.0,31,35.0,0
6,157.0,22,31.0,0
12,63.0,24,26.0,1
12,63.0,19,21.0,1
13,117.0,13,34.0,0
6,167.0,18,40.0,0
7,5.0,3,23.0,0
7,9.0,27,41.0,0
6,161.0,31,37.0,0
11,150.0,23,22.0,0
11,208.0,1,18.0,0
9,53.0,16,18.0,0
12,26.0,27,35.0,1
7,4.0,16,51.0,0
7,1.0,31,26.0,0
2,74.0,29,32.0,0
12,27.5,22,27.0,1
3,18.0,13,19.0,0
4,47.0,13,32.0,0
11,112.0,29,37.0,0
11,226.0,20,41.0,0
7,8.0,22,23.0,0
11,265.0,24,31.0,0
8,3.0,18,29.0,0
12,124.0,13,21.0,1
5,40.0,27,28.0,0
11,143.0,14,18.0,0
12,36.0,18,40.0,1
11,77.0,10,49.0,0
2,44.0,8,36.0,0
11,154.0,14,21.0,0
1,4.0,9,39.0,0
6,144.0,18,49.0,0
11,256.0,11,22.0,0
3,43.0,10,33.0,0
12,12.0,27,19.0,1
12,65.0,27,37.0,1
12,155.0,29,18.0,1
2,48.0,25,34.0,0
8,4.0,22,30.0,0
12,195.5,3,23.0,1
3,6.0,25,44.0,0
8,10.0,22,20.0,0
12,134.5,18,36.0,1
13,85.0,23,26.0,0
3,59.0,6,34.0,0
12,91.0,26,27.0,1
8,3.0,2,21.0,0
13,237.0,1,18.0,0
6,97.0,22,22.0,0
3,49.0,9,33.0,0
11,145.0,12,39.0,0
11,155.0,6,34.0,0
12,71.5,26,36.0,1
12,144.0,9,18.0,1
11,247.0,6,26.0,0
12,265.0,12,18.0,1
7,7.0,22,18.0,0
6,105.0,18,23.0,0
6,110.0,16,26.0,0
12,50.0,19,18.0,1
0,5.0,25,22.0,0
12,53.0,18,30.0,1
3,43.0,28,28.0,0
6,127.0,21,30.0,0
2,50.0,25,29.0,0
